sentence_M	reference_M	sentence_F	reference_F	ME	PN	UM
Es variada la posición de los gobiernos respecto a la posibilidad de emitir de pasaportes sin declaración de género (X) o documentos actualizados con el fin de hacer coincidir el nombre de la persona con el género con el que se siente identificado.	Generoa adierazten ez duten (X) nortasun-agiriak edo nahi den izenarekin bat datozen dokumentu eguneratuak egiteko nahia aldatu egiten da gobernu batetik bestera.	Es variada la posición de los gobiernos respecto a la posibilidad de emitir de pasaportes sin declaración de género (X) o documentos actualizados con el fin de hacer coincidir el nombre de la persona con el género con el que se siente identificada.	Generoa adierazten ez duten (X) nortasun-agiriak edo nahi den izenarekin bat datozen dokumentu eguneratuak egiteko nahia aldatu egiten da gobernu batetik bestera.	0	0	1
Haga el intento de llegar hasta algún lugar donde no lo alcance otra vez o, si cuenta con las habilidades y alguien lo ha visto, podría ser conveniente esperar a que lo rescaten.	Saiatu zerbaiti eusten korronteak berriro harrapatuko ez zaituen nonbait edo, zeure abileziaren arabera edo norbaitek ikusi bazaitu, itxaron laguntza jaso arte.	Haga el intento de llegar hasta algún lugar donde no la alcance otra vez o, si cuenta con las habilidades y alguien la ha visto, podría ser conveniente esperar a que la rescaten.	Saiatu zerbaiti eusten korronteak berriro harrapatuko ez zaituen nonbait edo, zeure abileziaren arabera edo norbaitek ikusi bazaitu, itxaron laguntza jaso arte.	0	0	1
Los viajeros a los que les fue fácil adaptarse a una nueva cultura a veces tienen muchas dificultades para volver a adaptarse a su cultura nativa.	Beste kultura batean erraz murgildu diren bidaiariei haien jatorrizko kulturara berriro ohitzea asko kostatzen zaie batzuetan.	Las viajeras a las que les fue fácil adaptarse a una nueva cultura a veces tienen muchas dificultades para volver a adaptarse a su cultura nativa.	Beste kultura batean erraz murgildu diren bidaiariei haien jatorrizko kulturara berriro ohitzea asko kostatzen zaie batzuetan.	0	0	1
Cuando usted viajó al extranjero la primera vez, las personas probablemente fueron pacientes y comprensivas, pues sabían que los viajeros necesitan adaptarse a un nuevo país.	Hasieran atzerrira joan zinenean, ziur jendeak pazientzia zeukala eta ulerkorra zela, jakinda beste herrialde batetik datorren pertsonak moldatu beharra duela.	Cuando usted viajó al extranjero la primera vez, las personas probablemente fueron pacientes y comprensivas, pues sabían que las viajeras necesitan adaptarse a un nuevo país.	Hasieran atzerrira joan zinenean, ziur jendeak pazientzia zeukala eta ulerkorra zela, jakinda beste herrialde batetik datorren pertsonak moldatu beharra duela.	0	0	1
La gente puede no prever que la tolerancia y la comprensión también son necesarias para los viajeros de regreso en sus hogares.	Baliteke jendeak ez aurreikustea etxera bueltatzen diren bidaiariek pazientzia eta elkar ulertzea ere behar dituztela.	La gente puede no prever que la tolerancia y la comprensión también son necesarias para las viajeras de regreso en sus hogares.	Baliteke jendeak ez aurreikustea etxera bueltatzen diren bidaiariek pazientzia eta elkar ulertzea ere behar dituztela.	0	0	1
El espectáculo de luces y el sonido piramidal son una de las cosas más interesantes para los niños en la zona.	Piramidearen soinua eta argi ikuskizuna dira haurrentzako gauzarik interesgarrienetakoak inguru horretan.	El espectáculo de luces y el sonido piramidal son una de las cosas más interesantes para las niñas en la zona.	Piramidearen soinua eta argi ikuskizuna dira haurrentzako gauzarik interesgarrienetakoak inguru horretan.	0	0	1
Generalmente, usted podrá oír el sonido de turistas y vendedores en todo momento. La historia del sonido y la luz se asemeja a un libro de cuentos.	Normalean, turisten eta saltzaileen zarata entzuten da beti. Soinuek eta argiek sortzen duten giroa ipuin bat bezalakoa da.	Generalmente, usted podrá oír el sonido de turistas y vendedoras en todo momento. La historia del sonido y la luz se asemeja a un libro de cuentos.	Normalean, turisten eta saltzaileen zarata entzuten da beti. Soinuek eta argiek sortzen duten giroa ipuin bat bezalakoa da.	0	0	1
Combinar viaje y aprendizaje se ha vuelto una opción muy popular entre aquellos que planean tomarse un año sabático.	Urte sabatikoa hartzeko asmoa dutenen artean geroz eta ohikoagoa da bidaiatzea eta ikastea.	Combinar viaje y aprendizaje se ha vuelto una opción muy popular entre aquellas que planean tomarse un año sabático.	Urte sabatikoa hartzeko asmoa dutenen artean geroz eta ohikoagoa da bidaiatzea eta ikastea.	0	0	1
Esto es muy popular entre los egresados escolares, pues les permite tomarse un año libre antes de la universidad sin poner en riesgo su educación.	Aukera hau bereziki ospetsua da institutua bukatu dutenen artean, unibertsitatean hasi baino lehen urte bat libre hartzeko aukera ematen baitie haien ikasketak oztopatu gabe.	Esto es muy popular entre las egresadas escolares, pues les permite tomarse un año libre antes de la universidad sin poner en riesgo su educación.	Aukera hau bereziki ospetsua da institutua bukatu dutenen artean, unibertsitatean hasi baino lehen urte bat libre hartzeko aukera ematen baitie haien ikasketak oztopatu gabe.	0	0	1
No debe sentirse vergüenza por ello: en nada se diferencia de otros tipos de miedos y desagrados personales que aquejan a tantos otros.	Hori ez da lotsatzeko arrazoia: jende askok dituen beldur pertsonalak edo nazkak ez dira bestelakoak.	No debe sentirse vergüenza por ello: en nada se diferencia de otros tipos de miedos y desagrados personales que aquejan a tantas otras.	Hori ez da lotsatzeko arrazoia: jende askok dituen beldur pertsonalak edo nazkak ez dira bestelakoak.	0	0	1
Para algunos, entender un poco cómo operan los aviones y lo que ocurre durante un vuelo puede facilitar el dejar atrás un temor que deriva de la falta de conocimiento o de la sensación de no tener el control.	Hegazkinen funtzionamenduari eta hegaldian gertatzen denari buruz zer edo zer ulertzeak lagun diezaieke batzuei aurre egiten ezezaguna den edo kontroletik at dagoen zerbaitetan oinarritutako beldurrari.	Para algunas, entender un poco cómo operan los aviones y lo que ocurre durante un vuelo puede facilitar el dejar atrás un temor que deriva de la falta de conocimiento o de la sensación de no tener el control.	Hegazkinen funtzionamenduari eta hegaldian gertatzen denari buruz zer edo zer ulertzeak lagun diezaieke batzuei aurre egiten ezezaguna den edo kontroletik at dagoen zerbaitetan oinarritutako beldurrari.	0	0	1
La única opción para hacerlo más velozmente era enviarlo como equipaje facturado. La normativa de las compañías aéreas prohíbe transportar equipaje sin un pasajero, y es aquí donde usted entra en juego.	Produktuak ekipaje fakturatu gisa bidaltzea zen prozesua bizkortzeko bide bakarra. Hala ere, hegazkin-konpainiek ez dute uzten ekipajerik bidaltzen bidaiaririk gabe, eta hau izan daiteke aprobetxa dezakezun aukera.	La única opción para hacerlo más velozmente era enviarlo como equipaje facturado. La normativa de las compañías aéreas prohíbe transportar equipaje sin una pasajera, y es aquí donde usted entra en juego.	Produktuak ekipaje fakturatu gisa bidaltzea zen prozesua bizkortzeko bide bakarra. Hala ere, hegazkin-konpainiek ez dute uzten ekipajerik bidaltzen bidaiaririk gabe, eta hau izan daiteke aprobetxa dezakezun aukera.	0	0	1
Las empresas aéreas son bien conscientes de que hay un grupo básico de viajeros que está dispuesto a pagar mucho dinero por el privilegio de llegar a un sitio rápido y cómodamente, y cobrar en consecuencia.	Hegazkin-konpainiek ondo baino hobeto dakite bidaiari taldexka bat dagoela prezio altuak ordaintzeko prest edonora modu azkar eta erosoan joan ahal izateko, eta pribilegio horren arabera kobratzen dute.	Las empresas aéreas son bien conscientes de que hay un grupo básico de viajeras que está dispuesto a pagar mucho dinero por el privilegio de llegar a un sitio rápido y cómodamente, y cobrar en consecuencia.	Hegazkin-konpainiek ondo baino hobeto dakite bidaiari taldexka bat dagoela prezio altuak ordaintzeko prest edonora modu azkar eta erosoan joan ahal izateko, eta pribilegio horren arabera kobratzen dute.	0	0	1
Hacia el norte y a fácil alcance se ubica la romántica y alucinante ciudad de Sintra, que ganó popularidad entre los extranjeros a raíz de un vívido relato que de sus esplendores hizo Lord Byron.	Iparraldera joaten bazara, erraz aurkituko duzu Sintra hiri erromantiko eta liluragarria; kanpotarren artean fama lortu zuen Lord Byronek haren handitasun zoragarria idatziz jaso ondoren.	Hacia el norte y a fácil alcance se ubica la romántica y alucinante ciudad de Sintra, que ganó popularidad entre las extranjeras a raíz de un vívido relato que de sus esplendores hizo Lord Byron.	Iparraldera joaten bazara, erraz aurkituko duzu Sintra hiri erromantiko eta liluragarria; kanpotarren artean fama lortu zuen Lord Byronek haren handitasun zoragarria idatziz jaso ondoren.	1	0	1
Aún quedan muchos hombres y mujeres con vida que sobrevivieron a su estadía en este lugar y muchos más que tuvieron seres queridos a los que asesinaron o trabajaron allí hasta su muerte, tanto judíos como no judíos.	Gizon eta emakume ugari bizirik daude oraindik, hemen pasatu zuten denboran biziraun zutenak, eta askoz jende gehiagoren pertsona maiteak hemen erail zituzten edo hil arte lan egin zuten, judu izan edo ez.	Aún quedan muchos hombres y mujeres con vida que sobrevivieron a su estadía en este lugar y muchas más que tuvieron seres queridos a los que asesinaron o trabajaron allí hasta su muerte, tanto judíos como no judíos.	Gizon eta emakume ugari bizirik daude oraindik, hemen pasatu zuten denboran biziraun zutenak, eta askoz jende gehiagoren pertsona maiteak hemen erail zituzten edo hil arte lan egin zuten, judu izan edo ez.	0	0	1
El catalán y el español son los idiomas oficiales de Barcelona. Aproximadamente la mitad de su gente prefiere hablar el catalán, la gran mayoría lo comprende y prácticamente todos saben español.	Bartzelonako hizkuntza ofizialak katalana eta gaztelania dira. Gutxi gorabehera, erdiak nahiago du katalanez hitz egin, gehienek ulertu egiten dute, eta ia guztiek dakite gaztelania.	El catalán y el español son los idiomas oficiales de Barcelona. Aproximadamente la mitad de su gente prefiere hablar el catalán, la gran mayoría lo comprende y prácticamente todas saben español.	Bartzelonako hizkuntza ofizialak katalana eta gaztelania dira. Gutxi gorabehera, erdiak nahiago du katalanez hitz egin, gehienek ulertu egiten dute, eta ia guztiek dakite gaztelania.	0	0	1
Los parisinos tienen reputación de egocéntricos, descorteses y engreídos.	Paristarrek egozentriko, zakar eta harro ospea dute.	Las parisinas tienen reputación de egocéntricas, descorteses y engreídas.	Paristarrek egozentriko, zakar eta harro ospea dute.	0	0	1
Unos pocos gestos de cortesía de su parte harán que desaparezcan rápidamente los aparentes modales bruscos de los parisinos.	Paristarren kanpoalde zurruna azkar desagertuko da oinarrizko adeitasuna erakusten baduzu.	Unos pocos gestos de cortesía de su parte harán que desaparezcan rápidamente los aparentes modales bruscos de las parisinas.	Paristarren kanpoalde zurruna azkar desagertuko da oinarrizko adeitasuna erakusten baduzu.	0	0	1
Durante la visita a monasterios, los hombres deben vestir faldas que cubran las rodillas y no pueden llevar los hombros descubiertos.	Monasterioak bisitatzeko, belaunetik beherako gonak eta sorbaldak estalita eraman behar dituzte gizonek.	Durante la visita a monasterios, las mujeres deben vestir faldas que cubran las rodillas y no pueden llevar los hombros descubiertos.	Monasterioak bisitatzeko, belaunetik beherako gonak eta sorbaldak estalita eraman behar dituzte emakumeek.	0	0	0
Si bien casi todos los monasterios entregan abrigos a los hombres que llegan sin estar preparados, si usted lleva el suyo, sobre todo si tiene colores brillantes, el monje o la monja le sonreirán en la entrada.	Monasterio gehienek zapiak ematen dizkiete prest etorri ez diren gizonentzat, baina zeurea eramaten baduzu, batez ere kolore biziak baditu, sarrerako monjeak edo mojak irribarre egingo dizu.	Si bien casi todos los monasterios entregan abrigos a las mujeres que llegan sin estar preparadas, si usted lleva el suyo, sobre todo si tiene colores brillantes, el monje o la monja le sonreirán en la entrada.	Monasterio gehienek zapiak ematen dizkiete prest etorri ez diren emakumeentzat, baina zeurea eramaten baduzu, batez ere kolore biziak baditu, sarrerako monjeak edo mojak irribarre egingo dizu.	0	0	0
Siguiendo la misma línea, se exige que los hombres usen pantalones que cubran las rodillas.	Era berean, belaunetik beherako galtzak eraman behar dituzte gizonek.	Siguiendo la misma línea, se exige que las mujeres usen pantalones que cubran las rodillas.	Era berean, belaunetik beherako galtzak eraman behar dituzte emakumeek.	0	0	0
Esto también puede tomarse prestado de las prendas disponibles al ingresar, pero esa ropa no se lava después de cada persona que la usa, por lo que podría no sentirse cómodo usando estas faldas. ¡Una talla única para todos los hombres!	Hori ere sarrerako hornigaietatik har daiteke, baina arropa hori ez dutenez garbitzen pertsona batek erabili ondoren, baliteke eroso ez sentitzea gona horiek jantzita. Neurri bakarra gizonentzat!	Esto también puede tomarse prestado de las prendas disponibles al ingresar, pero esa ropa no se lava después de cada persona que la usa, por lo que podría no sentirse cómoda usando estas faldas. ¡Una talla única para todas las mujeres!	Hori ere sarrerako hornigaietatik har daiteke, baina arropa hori ez dutenez garbitzen pertsona batek erabili ondoren, baliteke eroso ez sentitzea gona horiek jantzita. Neurri bakarra emakumeentzat!	0	0	0
La c y la g son las letras con las que se debe estar más atentos, dado que se pronuncian de diferente forma dependiendo de la vocal que les sigue.	Batez ere c eta g hizkiekin ibili behar da adi, atzean doan bokalaren arabera ahoskera aldatzen baitzaie.	La c y la g son las letras con las que se debe estar más atentas, dado que se pronuncian de diferente forma dependiendo de la vocal que les sigue.	Batez ere c eta g hizkiekin ibili behar da adi, atzean doan bokalaren arabera ahoskera aldatzen baitzaie.	0	0	1
